user,movie,rating,random
61,588,3,0.950302602
493,858,4,0.447438167
442,381,4,0.427045071
110,204,4,0.127400629
195,608,4,0.713419178
247,12,3,0.60434027
83,904,4.5,0.505122895
242,949,5,0.40776088
344,595,3,0.11741535
481,922,5,0.567177023
548,150,3,0.530998699
659,442,2,0.505680582
15,353,3,0.026738645
394,597,3.5,0.469621547
113,36,4,0.379925987
127,193,4,0.530413426
159,62,3.5,0.905066914
586,593,2,0.902709951
472,144,4,0.430904643
73,15,2.5,0.197007729
57,590,5,0.825421199
472,322,4,0.476714472
313,587,3,0.82180472
598,296,5,0.330837731
568,733,4,0.967007758
564,132,4,0.077454203
575,911,4,0.567593599
358,3,1,0.862747285
89,1,5,0.575464172
125,356,5,0.406463144
262,2,2,0.970170672
15,851,4,0.784448192
576,541,4,0.990233346
624,104,3,0.19212688
647,296,5,0.167814637
547,928,5,0.045216375
649,58,4,0.992212975
126,380,4,0.737873082
8,282,2,0.418815126
2,253,4,0.757993009
434,806,1,0.282652401
513,208,3,0.10571697
593,196,4,0.366077032
653,457,4,0.633982874
5,500,4.5,0.575290145
654,708,3,0.008509677
380,1,4,0.997290639
3,296,4.5,0.149363746
308,491,5,0.376405316
263,517,3.5,0.854553764
606,235,4,0.73681724
516,31,4,0.205576443
176,596,0.5,0.751429758
394,355,0.5,0.440011046
564,205,3,0.124323161
431,910,5,0.514845316
311,691,2.5,0.348487696
279,110,4,0.076852518
595,176,5,0.983192381
671,745,4,0.395219182
100,648,3,0.82314791
306,707,3,0.315625973
19,750,5,0.980077421
527,372,3.5,0.763671188
86,287,3,0.99485325
253,719,4,0.584104262
447,173,2,0.760167103
311,135,3,0.214132056
177,23,3,0.006314022
344,529,4,0.706282597
492,307,5,0.737153359
461,733,2,0.869575376
468,784,2.5,0.008221956
564,589,5,0.234667893
415,34,4,0.199834405
281,367,4.5,0.716790674
311,471,0.5,0.121601383
110,135,4,0.990703256
285,762,3,0.714833487
60,235,5,0.363828053
408,327,5,0.697975396
306,719,3,0.213941553
461,31,2,0.346885034
385,173,3,0.936873467
428,588,4,0.373550484
388,480,4,0.967585296
514,585,3,0.842720308
232,552,3,0.308628152
509,458,3,0.689735466
564,380,5,0.159876399
493,736,4,0.723967984
294,376,3.5,0.780936419
42,648,4,0.238279058
306,830,4,0.853079802
107,527,5,0.07092031
182,225,4,0.876909751
394,246,2.5,0.277969725
387,919,5,0.892204397
555,41,3,0.492689024
534,731,3,0.327368837
99,1,4,0.664307661
513,344,3,0.685675802
150,180,3,0.180233444
373,111,4,0.823086708
247,39,3,0.315217505
274,866,3.5,0.694176123
530,832,5,0.572662277
548,788,3,0.664602604
111,783,1.5,0.897864768
536,57,5,0.776379967
614,858,5,0.619993948
474,316,4,0.301364537
306,16,4,0.072102441
236,47,2.5,0.130394021
224,628,4,0.491989226
55,100,3,0.535042872
547,608,5,0.770603401
120,589,4,0.346980122
128,225,3,0.509782274
86,121,3,0.54957525
261,653,1,0.401128644
59,590,3.5,0.590363709
20,671,4,0.323411953
559,364,4,0.014482539
490,1,1,0.009438368
49,969,5,0.970682085
596,353,4.5,0.311878985
195,39,3,0.710889869
213,317,2,0.549099688
294,454,3.5,0.061568609
151,2,4,0.667601739
584,377,3.5,0.827003715
649,141,3,0.352594123
580,899,4,0.14032644
92,434,3,0.615326977
666,105,3,0.950632955
400,32,4,0.174132483
111,353,3,0.348195084
86,273,3,0.372336357
166,356,4,0.366943207
15,17,3,0.023153544
518,265,4,0.651980873
297,296,4.5,0.786917954
667,417,4,0.058724668
111,595,3,0.140401825
18,785,4,0.9133513
312,246,4,0.696416433
422,589,3,0.397814875
472,556,3,0.687734596
75,908,4.5,0.443338512
633,588,3,0.684721947
355,296,4.5,0.278733088
442,47,4.5,0.059250648
313,364,5,0.523860564
536,196,4,0.224159175
575,276,3,0.257249168
502,68,3,0.404490999
285,473,1,0.167560166
7,345,3,0.680142695
659,373,4,0.420061807
361,608,3,0.416403138
511,590,5,0.746760727
551,150,4,0.579700434
306,196,1,0.657662756
481,111,5,0.364337016
591,48,3,0.084481429
627,165,3.5,0.346086841
22,253,4.5,0.708548339
624,208,2,0.04647019
121,303,5,0.583493158
239,432,4,0.101839227
421,236,3,0.856445541
304,413,3,0.120610818
457,317,1,0.34349802
537,236,3,0.503663645
467,155,3,0.416290998
440,353,3,0.011205809
182,569,3,0.252384445
95,174,2,0.04104757
564,415,3,0.830934482
496,420,3,0.154554194
295,912,4,0.810422937
92,153,3,0.290946433
49,592,2,0.053750418
641,475,4,0.723779479
311,7,3,0.689987701
292,70,3.5,0.23960478
42,508,3.5,0.050088999
354,288,3,0.173373503
467,523,4,0.585149424
529,32,4,0.890682256
239,542,1,0.100545022
468,909,3.5,0.464348646
20,590,2,0.758003671
73,497,3.5,0.772769159
253,543,4.5,0.768965563
86,171,4,0.112141191
235,802,4.5,0.853663536
38,590,3.5,0.486542417
552,97,4,0.966893058
648,97,4.5,0.648016107
55,260,5,0.420188016
564,413,4,0.650168349
23,539,2.5,0.441865313
151,377,5,0.555950116
625,337,4,0.621166933
138,260,4,0.294797997
32,480,5,0.001878935
82,253,5,0.462737295
457,18,2.5,0.641882985
165,466,4,0.388524499
311,647,4,0.17201024
150,999,4,0.964946002
354,357,4,0.036449884
4,364,5,0.740340928
39,330,2,0.232009861
475,356,4.5,0.528713777
15,107,2,0.377769202
151,357,5,0.894908763
232,674,3,0.094960758
551,253,3,0.111331499
597,943,4,0.888161028
188,196,3,0.716066614
241,150,2,0.582014848
32,204,4,0.937458025
367,223,3.5,0.649718513
466,596,5,0.190295564
185,551,4,0.725708116
119,296,5,0.9394343
210,435,3,0.037577959
426,367,2.5,0.864818571
441,296,4.5,0.432997824
213,440,2.5,0.973015364
457,3,1.5,0.180831209
70,849,5,0.26829147
380,39,3,0.263248838
254,444,4,0.659843125
344,52,4,0.5096261
92,539,3,0.811734661
664,170,3,0.083155074
430,337,4.5,0.314709753
473,104,3.5,0.074305039
201,780,4,0.196248765
161,17,5,0.424267482
588,367,3,0.462783939
317,344,2,0.131857946
597,29,3,0.133969866
461,588,4,0.228470545
642,549,4,0.765397267
460,592,3.5,0.855509862
407,838,4,0.398765502
28,953,2,0.595353892
47,300,3,0.034344775
110,266,3,0.847412247
23,457,3.5,0.05594473
130,594,4,0.465967988
564,552,4,0.023635106
19,380,3,0.319230462
562,364,4.5,0.926483037
241,2,3,0.486382505
295,292,3,0.144697208
472,117,3,0.815123015
561,231,3,0.303043486
248,356,5,0.833613839
385,480,4,0.039435358
85,316,5,0.1352523
163,260,4,0.903869909
318,782,3,0.9902698
274,293,4,0.878588401
428,595,3.5,0.546444938
523,260,4.5,0.421769332
254,551,4,0.769543188
153,306,5,0.105130197
215,913,5,0.311539664
60,541,5,0.381801494
184,593,4,0.764066911
404,780,3,0.657222711
318,260,1,0.517500913
587,377,3.5,0.945365538
513,349,4,0.657760606
195,661,4,0.292474377
126,329,3,0.117218488
514,1,4,0.211651053
516,353,4,0.213193649
306,903,4,0.071774287
516,319,3,0.033049165
290,10,4.5,0.951048364
654,350,4,0.829863285
442,1,4,0.803825738
421,110,5,0.85646772
285,104,4,0.518719806
268,253,3,0.304342008
47,296,4,0.683320136
95,968,5,0.551122252
640,12,3,0.836371685
624,700,3,0.549038015
214,265,3,0.942519162
126,471,5,0.270411601
589,383,3,0.400403005
487,19,3,0.483908651
578,318,3,0.68123476
416,235,4,0.239813398
188,801,3,0.450713275
457,608,5,0.655575577
548,162,4,0.416021445
283,150,4,0.65118959
468,207,2,0.946703721
302,596,4,0.04641857
409,673,5,0.584810867
311,372,0.5,0.82948439
383,494,4,0.654717833
224,435,3,0.999507076
232,926,4,0.975794179
547,193,3.5,0.452094176
517,527,5,0.554309773
300,733,5,0.361253921
421,261,3,0.848101741
605,165,3,0.694741758
523,858,4.5,0.596430327
624,355,2,0.463394927
452,933,3.5,0.301414585
468,955,4,0.916643702
197,356,3,0.668378072
354,370,3,0.920715304
144,593,5,0.976308368
211,52,5,0.741537028
602,434,1,0.34753919
463,457,3,0.879875462
135,209,3,0.760839797
69,34,4,0.113464596
537,736,3,0.878421636
240,34,4.5,0.771519949
635,593,5,0.870422123
475,47,4,0.387382433
513,457,3,0.541463485
389,434,5,0.845182515
146,520,4,0.795849119
157,527,3,0.328935077
624,594,4,0.253184064
544,589,4.5,0.424082209
182,150,5,0.055131008
248,527,5,0.257995629
19,209,2,0.362430559
432,293,5,0.241182588
534,236,3,0.350975989
362,288,4,0.647227717
387,916,4,0.65949477
122,588,3,0.003093543
657,380,3,0.407945115
23,923,5,0.205108284
335,169,2.5,0.276449609
110,163,5,0.747013486
423,318,4,0.912846178
110,648,4,0.645841206
318,991,3,0.244652052
430,316,4,0.460763768
483,593,5,0.802139648
22,485,2.5,0.267367069
450,527,4.5,0.751640323
213,216,1,0.76468959
527,32,3.5,0.810980399
511,25,4,0.814810302
21,953,5,0.897600515
115,342,3,0.169286401
524,303,3,0.390139437
162,650,3,0.355227211
400,410,3,0.998889572
311,942,2,0.85317325
418,592,3,0.106941083
575,919,4,0.926196207
576,435,1,0.990349765
508,539,4,0.085171466
525,442,5,0.779915089
306,858,4,0.53252125
564,5,3,0.111179193
406,364,3.5,0.685743302
510,912,5,0.595608962
623,318,4.5,0.575552742
111,367,2,0.403436389
57,440,4,0.011374303
665,74,2,0.849154161
78,593,4.5,0.289924906
436,916,3,0.667027476
388,423,3,0.662323375
26,344,0.5,0.782686483
580,553,4,0.022442235
192,344,4,0.568356457
417,1,3.5,0.155982
344,587,3,0.837307318
292,410,4,0.236151995
57,318,5,0.073171428
149,541,3.5,0.997392173
472,318,5,0.636623663
575,830,3,0.320509852
659,257,3,0.39245449
399,47,2,0.949501349
192,432,4,0.013493409
496,15,3,0.485518362
509,58,3,0.778740247
418,590,3.5,0.169956197
409,46,4,0.379242376
529,953,3,0.189033118
384,778,3,0.75964586
452,260,4,0.520601064
306,733,4,0.209265508
285,858,4,0.32345142
577,260,4.5,0.509079106
192,597,2,0.189700193
455,673,2.5,0.943000504
288,497,3,0.805961115
548,39,3,0.954235991
659,18,1,0.520521162
132,296,4.5,0.758651915
487,265,4,0.138960114
442,586,4,0.686050367
49,897,4,0.147117469
105,736,2.5,0.181258617
36,300,4,0.432998114
431,110,5,0.111670963
647,111,5,0.215624592
77,70,3.5,0.977074744
117,215,3.5,0.409467013
19,513,1,0.411605379
653,19,3,0.326336061
299,849,3.5,0.102673729
536,153,4,0.054285225
80,610,3,0.541320166
452,463,2,0.874157041
607,31,3.5,0.271792931
36,521,4,0.004621806
160,586,3,0.175769451
466,48,3,0.068770965
518,345,4,0.280178996
564,169,1,0.122458982
150,852,3.5,0.318694964
282,377,3.5,0.771055487
212,151,3,0.737134352
195,942,5,0.019084569
649,371,4,0.70871181
313,344,2.5,0.005653197
93,539,4,0.524770041
416,122,3,0.361722057
92,318,5,0.544686287
537,1,5,0.269479237
221,163,2.5,0.677282015
18,17,4,0.501347882
4,596,5,0.822197709
420,355,3,0.928914298
569,903,5,0.078745985
247,434,4,0.604064323
182,277,5,0.498764152
59,380,0.5,0.445262258
306,50,4,0.073855682
130,216,3,0.080559015
505,587,3,0.734157548
30,541,4,0.26804397
342,923,5,0.298473491
511,94,4,0.769445707
137,952,4,0.160184317
201,741,5,0.551308464
242,432,4,0.981500431
194,442,3,0.515277703
457,50,3,0.114531535
466,364,5,0.773565115
67,491,4,0.932398575
161,181,3,0.311891173
251,260,4.5,0.74834983
665,32,4,0.745511194
595,588,3,0.251132603
19,249,3,0.839651665
157,32,4,0.898045264
113,8,5,0.663781822
21,47,4,0.995704544
294,783,3,0.45123217
399,597,3,0.844386729
400,165,4,0.504847223
585,260,4,0.297627948
279,480,5,0.158838495
347,260,4.5,0.505370731
587,902,4,0.781982296
15,32,4,0.307433815
516,593,5,0.237070034
452,906,3,0.138182925
648,6,4,0.719588662
19,333,3,0.082310363
509,714,2,0.999071111
150,432,2,0.259054542
247,648,5,0.148798879
574,780,3.5,0.09324692
632,344,4,0.179137357
568,480,5,0.512329941
285,112,3,0.781062765
594,1,4,0.649535405
639,11,4,0.751034771
112,1,5,0.074102774
254,596,5,0.867399637
641,638,4,0.175521903
2,356,3,0.030838554
671,608,4,0.856243303
416,432,3,0.596007523
641,627,3,0.357809773
605,934,4,0.21908729
126,34,3,0.673534442
247,296,3,0.227109879
86,194,4,0.545581856
220,858,5,0.471182528
574,471,3.5,0.684344307
423,88,3,0.142135138
41,592,4,0.780522425
532,344,3.5,0.851750493
102,903,5,0.845857756
613,50,5,0.358724361
102,247,5,0.275197402
195,943,3,0.410190351
509,509,3,0.25136316
23,16,4,0.02869478
188,653,3,0.380240511
564,778,4,0.643087798
21,919,4,0.109931571
150,112,4,0.761155763
422,1,5,0.347619027
573,105,2,0.024335536
624,434,3,0.675609085
19,22,3,0.62983658
67,736,4,0.041500667
664,377,4,0.433194252
543,802,4,0.39924397
547,524,1,0.946506804
390,507,3,0.044974639
83,6,5,0.696812246
186,924,5,0.056525179
19,880,2,0.675125864
468,780,2,0.800910878
664,231,4,0.653176509
164,922,4,0.81042384
496,11,4,0.581595199
102,948,5,0.798523226
581,750,0.5,0.357420781
318,743,3,0.833096205
19,550,3,0.555353918
318,852,4,0.604423038
129,736,3,0.509732907
243,593,5,0.726150942
249,356,5,0.023148265
328,745,4.5,0.242922733
394,750,3.5,0.890860022
649,588,3,0.749089894
442,16,4.5,0.894184871
464,163,4,0.320352582
67,541,4,0.254320792
294,879,2.5,0.728550233
328,938,2.5,0.861387823
312,190,5,0.323701017
505,914,3,0.650438104
583,318,5,0.082775201
30,928,5,0.69184042
409,30,5,0.628935293
15,663,2,0.299723227
351,524,5,0.426577533
457,332,2,0.232080221
589,377,5,0.697502032
461,994,3,0.974963129
394,333,3.5,0.878961088
346,379,4,0.520756704
70,135,4,0.969110566
607,442,2,0.982504822
80,7,4,0.097085468
574,6,5,0.961527736
602,2,4,0.326011863
667,661,4,0.311590721
588,589,3,0.878783804
383,608,5,0.287315158
602,357,4,0.735247194
659,534,4,0.145132348
423,32,4.5,0.537213357
559,1,4,0.069483899
137,910,5,0.319140738
283,720,5,0.560387948
312,648,4,0.775474975
232,509,4,0.192087056
416,10,4,0.409793936
185,29,5,0.15820155
461,736,1,0.926221702
265,111,4,0.048451958
620,914,4.5,0.580930935
593,480,3,0.532403129
595,235,4,0.076584166
525,260,5,0.21001296
562,344,3,0.281223239
564,71,2,0.51447841
431,902,3,0.237352198
665,500,2,0.744899556
151,95,3,0.382218509
94,292,3.5,0.555487069
77,34,3.5,0.568363104
516,384,3,0.038626033
537,266,4,0.83535888
246,380,3,0.677613414
381,780,2,0.750978922
53,421,1,0.546749686
537,372,2,0.052051122
128,593,5,0.661487299
564,991,3,0.39364945
110,253,3,0.631482859
224,307,4,0.432211438
355,231,3.5,0.848447901
597,910,5,0.399880586
508,21,5,0.586479081
312,187,3,0.510113641
250,356,5,0.285023974
197,750,4,0.161433197
247,441,4,0.331674964
126,185,3,0.791609671
372,902,4,0.975361819
542,329,4,0.112856726
63,16,5,0.791656705
344,266,5,0.863533477
564,68,4,0.131645667
609,839,1,0.133572756
78,589,5,0.518125471
537,914,5,0.006857582
518,786,3,0.836022181
292,367,3.5,0.641392106
15,14,2.5,0.078789228
155,527,5,0.268779319
516,19,3,0.636665864
518,502,3,0.602648675
4,260,5,0.884203554
110,802,4,0.298615363
564,42,3,0.749915279
646,880,2,0.626793264
290,150,4,0.131993064
344,29,3,0.327257043
121,318,5,0.787631134
116,47,5,0.429693139
346,589,5,0.296709947
242,920,5,0.49794878
59,150,4,0.283623894
649,32,4,0.345239195
655,367,4,0.90458768
436,750,5,0.052556202
555,719,1,0.565110125
232,275,1,0.867933671
450,608,5,0.070833316
534,3,2,0.7783721
546,32,5,0.305067442
595,593,5,0.0510385
547,477,4.5,0.811289943
308,370,4,0.940067369
158,481,3.5,0.264334577
255,923,4.5,0.459506006
211,605,4,0.366194823
400,34,4,0.05755192
518,805,5,0.254388447
241,235,4,0.584996962
155,750,3,0.334317923
44,802,3,0.715848673
83,69,3.5,0.002238713
468,924,4.5,0.385554137
518,799,3,0.484543746
276,153,1.5,0.304157253
125,546,4,0.004526188
516,736,5,0.094383467
185,48,3,0.634523917
578,858,4,0.974731596
339,293,5,0.421123609
509,518,2,0.965929754
389,22,3,0.059177792
534,799,3,0.17406316
80,671,4,0.412680226
658,595,3,0.272306001
355,377,4,0.254383061
514,344,3,0.463856206
383,766,5,0.111933259
92,151,3,0.644807754
564,518,2,0.892047902
389,276,3,0.571786168
529,922,3.5,0.314125084
480,858,4,0.039804415
111,260,4,0.778677196
23,745,4.5,0.246784637
213,256,0.5,0.429100398
294,780,4.5,0.243004748
555,480,3,0.489627286
55,724,4,0.140714931
159,912,5,0.400323945
439,674,2,0.294023611
68,356,4,0.346173179
548,427,3,0.112868733
360,47,4,0.432555637
23,608,4.5,0.685691153
547,36,4,0.392867948
564,225,4,0.780520778
362,318,5,0.434353324
472,538,3,0.201932005
110,5,4,0.151180012
88,733,3,0.755058731
213,95,2,0.42290745
213,104,2,0.791217979
460,608,4,0.929730816
145,592,5,0.145172487
319,11,4,0.656122544
388,456,3,0.263665736
404,858,5,0.425011266
247,10,4,0.174212802
78,34,3.5,0.850331835
564,217,3,0.878828573
647,349,4,0.152745709
311,281,1.5,0.771678418
114,253,3,0.897649136
92,592,3,0.490928786
88,440,2.5,0.163799455
391,17,4,0.600464699
73,858,5,0.998713717
30,412,5,0.688930216
15,994,4,0.591386362
114,339,4,0.739455796
177,457,5,0.396546458
242,52,4,0.802894312
587,923,5,0.906553047
589,405,4,0.322114883
509,574,2,0.065814376
233,733,3,0.728031813
88,36,4,0.368241171
120,480,3,0.112715725
110,542,4,0.717150759
312,356,2,0.088517967
308,407,1,0.260012209
551,849,3,0.471217636
239,88,2,0.296176344
515,519,4,0.928409529
200,185,2,0.786908927
390,9,3,0.620505869
232,715,4,0.186423179
150,45,1.5,0.947577928
496,204,4,0.529246889
130,153,0.5,0.628931208
518,500,4,0.519141899
363,322,2,0.13859431
50,231,1,0.447478679
291,223,4,0.284426515
159,76,3,0.988875752
656,932,5,0.959386282
607,592,3.5,0.070601536
353,47,3.5,0.131155733
22,784,1.5,0.126009879
401,671,5,0.728041486
622,318,5,0.236865056
537,635,5,0.917913129
19,326,5,0.366663162
32,165,4,0.121551892
592,480,4,0.910592666
461,70,2,0.718817392
235,832,4.5,0.033750772
49,466,4,0.495982865
394,926,3,0.940456672
26,648,2.5,0.524591889
665,377,3,0.016570669
128,480,5,0.245898156
86,531,3,0.386066668
639,161,4,0.360818108
388,356,4,0.488589923
285,934,4,0.749170387
17,903,5,0.025096888
588,161,4,0.660861289
268,353,3,0.48701011
547,902,5,0.037344873
472,581,3,0.579326534
416,433,3,0.028455935
514,300,3,0.416696701
387,902,4,0.939558946
439,185,3,0.513966691
36,25,4,0.852449368
666,589,3,0.633859158
434,213,4,0.487800295
394,500,3.5,0.922413212
380,802,4,0.104708337
518,17,5,0.368796971
507,671,5,0.496268167
220,344,1,0.710781255
9,733,2,0.313176275
380,22,3,0.855102271
30,750,3,0.972856385
564,680,4,0.006365717
509,345,1,0.011323019
659,300,5,0.881875896
126,440,4,0.153966154
85,339,1,0.953716822
112,95,3,0.857063422
385,367,1,0.018404252
390,377,5,0.774752279
455,736,4,0.107948017
531,541,2.5,0.116820163
518,181,2,0.293046368
499,913,5,0.875050889
509,253,3,0.398483332
469,555,4.5,0.715037841
502,471,4,0.606446667
308,376,4,0.297299492
451,541,4,0.816253296
239,719,3,0.663725655
145,153,5,0.819982784
102,923,5,0.032613496
110,193,5,0.214165049
96,923,5,0.925907628
499,750,5,0.56738313
279,595,2,0.455035874
89,588,4.5,0.882757797
151,435,5,0.222632964
564,198,4,0.683043523
215,527,4,0.241440744
252,260,4,0.853588636
312,509,5,0.793008353
192,261,3,0.961966411
336,954,3,0.515233846
442,765,3,0.731040461
235,261,3,0.119684065
261,318,5,0.091971306
95,553,4,0.706079073
195,913,5,0.677915042
177,1,5,0.486380899
103,778,4.5,0.43949331
376,852,2,0.08126958
19,517,2,0.759964419
492,35,4,0.066271168
564,532,5,0.961318725
659,235,5,0.462088394
88,288,3,0.938669656
373,538,4,0.72029575
382,2,3,0.397997737
251,110,4,0.558352475
28,933,4,0.014879889
